subject,enroll_emotion_id,test_emotion_id,enroll_emotion,test_emotion,n_enroll,n_test,within_sim,cross_sim,drift_index
11,4,2,Happy,Sad,689,676,0.9842244386672974,0.8456043004989624,0.1408420205116272
11,4,3,Happy,Neutral,689,525,0.9842244386672974,0.8384939432144165,0.14806634187698364
11,4,4,Happy,Happy,689,489,0.9842244386672974,0.8765355348587036,0.10941499471664429
12,0,0,Disgust,Disgust,768,428,0.9405295252799988,0.7441680431365967,0.20877760648727417
12,0,1,Disgust,Fear,768,550,0.9405295252799988,0.7793939113616943,0.17132437229156494
12,0,2,Disgust,Sad,768,676,0.9405295252799988,0.750495195388794,0.20205038785934448
12,0,3,Disgust,Neutral,768,525,0.9405295252799988,0.8202782869338989,0.1278548240661621
12,0,4,Disgust,Happy,768,489,0.9405295252799988,0.690637469291687,0.26569294929504395
12,1,0,Fear,Disgust,917,428,0.9414622783660889,0.7466367483139038,0.20693928003311157
12,1,1,Fear,Fear,917,550,0.9414622783660889,0.7821214199066162,0.1692482829093933
12,1,2,Fear,Sad,917,676,0.9414622783660889,0.7538034915924072,0.19932693243026733
12,1,3,Fear,Neutral,917,525,0.9414622783660889,0.8227399587631226,0.1261041760444641
12,1,4,Fear,Happy,917,489,0.9414622783660889,0.694272518157959,0.2625594139099121
12,2,0,Sad,Disgust,1225,428,0.9417736530303955,0.747438907623291,0.20634973049163818
12,2,1,Sad,Fear,1225,550,0.9417736530303955,0.7818867564201355,0.16977208852767944
12,2,2,Sad,Sad,1225,676,0.9417736530303955,0.7536962032318115,0.1997056007385254
12,2,3,Sad,Neutral,1225,525,0.9417736530303955,0.8223593235015869,0.12679725885391235
12,2,4,Sad,Happy,1225,489,0.9417736530303955,0.6939096450805664,0.26318854093551636
12,3,0,Neutral,Disgust,883,428,0.9427561163902283,0.7461913824081421,0.20850008726119995
12,3,1,Neutral,Fear,883,550,0.9427561163902283,0.781430721282959,0.1711210012435913
12,3,2,Neutral,Sad,883,676,0.9427561163902283,0.7524675726890564,0.2018427848815918
12,3,3,Neutral,Neutral,883,525,0.9427561163902283,0.8213650584220886,0.128761887550354
12,3,4,Neutral,Happy,883,489,0.9427561163902283,0.6929985880851746,0.26492273807525635
12,4,0,Happy,Disgust,673,428,0.9428501129150391,0.7469983696937561,0.20772308111190796
12,4,1,Happy,Fear,673,550,0.9428501129150391,0.780887246131897,0.1717800498008728
12,4,2,Happy,Sad,673,676,0.9428501129150391,0.7533433437347412,0.20099353790283203
12,4,3,Happy,Neutral,673,525,0.9428501129150391,0.8223128318786621,0.12784349918365479
12,4,4,Happy,Happy,673,489,0.9428501129150391,0.6935580968856812,0.2644025683403015
13,0,0,Disgust,Disgust,744,428,0.9745699763298035,0.8504998683929443,0.12730753421783447
13,0,1,Disgust,Fear,744,550,0.9745699763298035,0.8378614783287048,0.1402757167816162
13,0,2,Disgust,Sad,744,676,0.9745699763298035,0.8242749571800232,0.15421676635742188
13,0,3,Disgust,Neutral,744,525,0.9745699763298035,0.8659624457359314,0.11144149303436279
13,0,4,Disgust,Happy,744,489,0.9745699763298035,0.836276650428772,0.1419019103050232
13,1,0,Fear,Disgust,923,428,0.9722445607185364,0.8510626554489136,0.12464135885238647
13,1,1,Fear,Fear,923,550,0.9722445607185364,0.8387758731842041,0.13727891445159912
13,1,2,Fear,Sad,923,676,0.9722445607185364,0.824957549571991,0.1514917016029358
13,1,3,Fear,Neutral,923,525,0.9722445607185364,0.8664646148681641,0.1087997555732727
13,1,4,Fear,Happy,923,489,0.9722445607185364,0.8369119167327881,0.13919609785079956
13,2,0,Sad,Disgust,1172,428,0.9731396436691284,0.8507906198501587,0.12572604417800903
13,2,1,Sad,Fear,1172,550,0.9731396436691284,0.8383777141571045,0.13848161697387695
13,2,2,Sad,Sad,1172,676,0.9731396436691284,0.8246402740478516,0.15259820222854614
13,2,3,Sad,Neutral,1172,525,0.9731396436691284,0.8661682605743408,0.10992395877838135
13,2,4,Sad,Happy,1172,489,0.9731396436691284,0.8366773128509521,0.14022892713546753
13,3,0,Neutral,Disgust,906,428,0.9736788272857666,0.8514727354049683,0.12550967931747437
13,3,1,Neutral,Fear,906,550,0.9736788272857666,0.8391667008399963,0.13814836740493774
13,3,2,Neutral,Sad,906,676,0.9736788272857666,0.8254235982894897,0.15226298570632935
13,3,3,Neutral,Neutral,906,525,0.9736788272857666,0.8669909834861755,0.10957193374633789
13,3,4,Neutral,Happy,906,489,0.9736788272857666,0.8373171091079712,0.14004796743392944
13,4,0,Happy,Disgust,721,428,0.9728662371635437,0.8514878749847412,0.12476366758346558
13,4,1,Happy,Fear,721,550,0.9728662371635437,0.8389196395874023,0.13768243789672852
13,4,2,Happy,Sad,721,676,0.9728662371635437,0.8251285552978516,0.1518581509590149
13,4,3,Happy,Neutral,721,525,0.9728662371635437,0.8668271899223328,0.10899651050567627
13,4,4,Happy,Happy,721,489,0.9728662371635437,0.8371590375900269,0.13949215412139893
14,0,0,Disgust,Disgust,775,428,0.9442325234413147,0.9282877445220947,0.016886472702026367
14,0,1,Disgust,Fear,775,550,0.9442325234413147,0.9027555584907532,0.0439266562461853
14,0,2,Disgust,Sad,775,676,0.9442325234413147,0.9348677396774292,0.009917855262756348
14,0,3,Disgust,Neutral,775,525,0.9442325234413147,0.9036126136779785,0.043018996715545654
14,0,4,Disgust,Happy,775,489,0.9442325234413147,0.9017126560211182,0.04503113031387329
14,1,0,Fear,Disgust,923,428,0.944534182548523,0.930577278137207,0.014776468276977539
14,1,1,Fear,Fear,923,550,0.944534182548523,0.9052650928497314,0.041575074195861816
14,1,2,Fear,Sad,923,676,0.944534182548523,0.9372422099113464,0.00772017240524292
14,1,3,Fear,Neutral,923,525,0.944534182548523,0.906489372253418,0.04027891159057617
14,1,4,Fear,Happy,923,489,0.944534182548523,0.9037383794784546,0.04319143295288086
14,2,0,Sad,Disgust,1246,428,0.9412137866020203,0.9304624795913696,0.011422812938690186
14,2,1,Sad,Fear,1246,550,0.9412137866020203,0.9048852920532227,0.03859752416610718
14,2,2,Sad,Sad,1246,676,0.9412137866020203,0.9370614290237427,0.0044116973876953125
14,2,3,Sad,Neutral,1246,525,0.9412137866020203,0.9063370227813721,0.03705507516860962
14,2,4,Sad,Happy,1246,489,0.9412137866020203,0.9042947888374329,0.039224863052368164
14,3,0,Neutral,Disgust,884,428,0.9434875845909119,0.9303215146064758,0.013954699039459229
14,3,1,Neutral,Fear,884,550,0.9434875845909119,0.9049766659736633,0.04081761837005615
14,3,2,Neutral,Sad,884,676,0.9434875845909119,0.9369708299636841,0.006907105445861816
14,3,3,Neutral,Neutral,884,525,0.9434875845909119,0.9061565399169922,0.03956705331802368
14,3,4,Neutral,Happy,884,489,0.9434875845909119,0.9038424491882324,0.042019784450531006
14,4,0,Happy,Disgust,638,428,0.9437380433082581,0.928737998008728,0.015894293785095215
14,4,1,Happy,Fear,638,550,0.9437380433082581,0.904889702796936,0.0411643385887146
14,4,2,Happy,Sad,638,676,0.9437380433082581,0.9349056482315063,0.00935894250869751
14,4,3,Happy,Neutral,638,525,0.9437380433082581,0.9033892750740051,0.04275423288345337
14,4,4,Happy,Happy,638,489,0.9437380433082581,0.9028304815292358,0.043346285820007324
15,0,0,Disgust,Disgust,758,428,0.962454617023468,0.9611129760742188,0.0013939738273620605
15,0,1,Disgust,Fear,758,550,0.962454617023468,0.8546931743621826,0.11196523904800415
15,0,2,Disgust,Sad,758,676,0.962454617023468,0.9576239585876465,0.005019128322601318
15,0,3,Disgust,Neutral,758,525,0.962454617023468,0.943220853805542,0.019984066486358643
15,0,4,Disgust,Happy,758,489,0.962454617023468,0.9154189825057983,0.0488705039024353
15,1,0,Fear,Disgust,864,428,0.9615881443023682,0.9601072669029236,0.0015400052070617676
15,1,1,Fear,Fear,864,550,0.9615881443023682,0.8542263507843018,0.11165046691894531
15,1,2,Fear,Sad,864,676,0.9615881443023682,0.9563246965408325,0.005473673343658447
15,1,3,Fear,Neutral,864,525,0.9615881443023682,0.9423430562019348,0.020013868808746338
15,1,4,Fear,Happy,864,489,0.9615881443023682,0.914747953414917,0.048711299896240234
15,2,0,Sad,Disgust,1207,428,0.9631547331809998,0.9598461389541626,0.0034351348876953125
15,2,1,Sad,Fear,1207,550,0.9631547331809998,0.8516654372215271,0.11575430631637573
15,2,2,Sad,Sad,1207,676,0.9631547331809998,0.9559918642044067,0.007436871528625488
15,2,3,Sad,Neutral,1207,525,0.9631547331809998,0.9412442445755005,0.02274864912033081
15,2,4,Sad,Happy,1207,489,0.9631547331809998,0.9130598306655884,0.05201125144958496
15,3,0,Neutral,Disgust,959,428,0.9610642790794373,0.9609490036964417,0.00011992454528808594
15,3,1,Neutral,Fear,959,550,0.9610642790794373,0.8544304370880127,0.1109539270401001
15,3,2,Neutral,Sad,959,676,0.9610642790794373,0.9571843147277832,0.004037141799926758
15,3,3,Neutral,Neutral,959,525,0.9610642790794373,0.942794919013977,0.019009530544281006
15,3,4,Neutral,Happy,959,489,0.9610642790794373,0.9151818752288818,0.04774123430252075
15,4,0,Happy,Disgust,678,428,0.9617974162101746,0.9602248668670654,0.0016350150108337402
15,4,1,Happy,Fear,678,550,0.9617974162101746,0.8525558114051819,0.11358070373535156
15,4,2,Happy,Sad,678,676,0.9617974162101746,0.9565001726150513,0.00550764799118042
15,4,3,Happy,Neutral,678,525,0.9617974162101746,0.9418931603431702,0.020694851875305176
15,4,4,Happy,Happy,678,489,0.9617974162101746,0.9140374064445496,0.04965704679489136
