rows_used,mean_drift,std_drift,min_drift,max_drift,mean_cross_similarity,mean_within_similarity
400,0.11740222424268723,0.22740119587427912,-0.03516995906829834,0.9709708094596863,0.8437168039567768,0.9566679127514363
