probe_session,baseline_EER_no_adaptation,best_EER_with_adaptation,best_adaptation_fraction,absolute_EER_reduction,relative_EER_reduction_percent
2,0.18182175925925925,0.16102430555555558,0.2,0.020797453703703672,11.4383744763652
3,0.25075462962962963,0.19675154320987656,0.1,0.05400308641975307,21.536227067592538
