probe_session,mean,std,median,count,EER,AUC,adaptive_balanced_error
2,0.15490877628326416,0.09339942005315749,0.141556054353714,16,0.18182175925925925,0.8980308564814814,0.023472222222222224
3,0.30493420269340277,0.3121343435055511,0.17633652687072754,16,0.25075462962962963,0.8192634526105966,0.025970052083333334
