variant,cdt_mean,cdt_95_low,cdt_95_high,pearson_r,pearson_p,spearman_r,spearman_p,mean_eer,std_eer,n_conditions
arcface_supcon_cnn,0.1164714034348726,0.11458315421584991,0.11814398402292278,0.3751112928688471,1.6310254024075525e-05,0.3998463901689707,3.8425775757045645e-06,0.07458803856429648,0.00868110593245835,125
