variant,mean_EER,std_EER,mean_AUC,std_AUC
arcface_cnn,0.07997657421289349,0.0015058251118921528,0.9523261647637048,0.015428329463350437
arcface_supcon_cnn,0.07466173163418285,0.004457476323642304,0.9655675798588126,0.012931242988630852
softmax_cnn,0.08327898550724636,0.0018744154283960276,0.9531279490692365,0.016345457248452735
