enroll_session,test_session,enroll_emotion,test_emotion,transition,region,theta_power_drift,alpha_power_drift,beta_power_drift,gamma_power_drift,total_psd_drift,variant,seed,EER,AUC
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Fear,Disgust->Fear,Parietal,0.0013500952627509832,0.0007848351378925145,0.00017322023632004857,5.239890742814168e-05,0.002360549544391688,arcface_supcon_cnn,0,0.0686363636363636,0.96038935821281
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Fear,Disgust->Fear,Parietal,0.0013500952627509832,0.0007848351378925145,0.00017322023632004857,5.239890742814168e-05,0.002360549544391688,arcface_supcon_cnn,1,0.0708863636363636,0.9670181856921488
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Fear,Disgust->Fear,Parietal,0.0013500952627509832,0.0007848351378925145,0.00017322023632004857,5.239890742814168e-05,0.002360549544391688,arcface_supcon_cnn,2,0.0648939393939393,0.985021385158402
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Fear,Disgust->Fear,Parietal,0.0013500952627509832,0.0007848351378925145,0.00017322023632004857,5.239890742814168e-05,0.002360549544391688,arcface_supcon_cnn,3,0.0701893939393939,0.9623880914256198
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Fear,Disgust->Fear,Parietal,0.0013500952627509832,0.0007848351378925145,0.00017322023632004857,5.239890742814168e-05,0.002360549544391688,arcface_supcon_cnn,4,0.0607954545454545,0.9909151424758952
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Fear,Disgust->Fear,Occipital,0.0002967483984927348,0.001871405790249506,0.00044852561162163785,0.0003754667704924941,0.002992146570856373,arcface_supcon_cnn,0,0.0686363636363636,0.96038935821281
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Fear,Disgust->Fear,Occipital,0.0002967483984927348,0.001871405790249506,0.00044852561162163785,0.0003754667704924941,0.002992146570856373,arcface_supcon_cnn,1,0.0708863636363636,0.9670181856921488
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Fear,Disgust->Fear,Occipital,0.0002967483984927348,0.001871405790249506,0.00044852561162163785,0.0003754667704924941,0.002992146570856373,arcface_supcon_cnn,2,0.0648939393939393,0.985021385158402
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Fear,Disgust->Fear,Occipital,0.0002967483984927348,0.001871405790249506,0.00044852561162163785,0.0003754667704924941,0.002992146570856373,arcface_supcon_cnn,3,0.0701893939393939,0.9623880914256198
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Fear,Disgust->Fear,Occipital,0.0002967483984927348,0.001871405790249506,0.00044852561162163785,0.0003754667704924941,0.002992146570856373,arcface_supcon_cnn,4,0.0607954545454545,0.9909151424758952
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Disgust,Happy,Disgust->Happy,Frontal,5.124637945776861e-05,0.0004357992715778806,0.00023072592115828006,0.00011246159140552818,0.0008302331635994574,arcface_supcon_cnn,0,0.0711571233810497,0.9588752780583192
