enroll_session,test_session,enroll_emotion,test_emotion,transition,theta_power_drift,alpha_power_drift,beta_power_drift,gamma_power_drift,total_psd_drift,variant,seed,EER,AUC
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Happy,Disgust,Happy->Disgust,0.0007717071799561371,0.00021320249153567242,0.00036408770746285384,0.0006764506854649102,0.002025448064419574,arcface_supcon_cnn,2,0.0779692367601246,0.9665014454387392
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Happy,Disgust,Happy->Disgust,0.0007717071799561371,0.00021320249153567242,0.00036408770746285384,0.0006764506854649102,0.002025448064419574,arcface_supcon_cnn,3,0.0871690031152647,0.9482079138439128
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Happy,Disgust,Happy->Disgust,0.0007717071799561371,0.00021320249153567242,0.00036408770746285384,0.0006764506854649102,0.002025448064419574,arcface_supcon_cnn,4,0.0755257009345794,0.976874021504107
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Happy,Fear,Happy->Fear,0.0013268675134029406,0.0006021082489973021,0.0003380071915065246,0.000574349651564955,0.0028413326054717225,arcface_supcon_cnn,0,0.0694318181818181,0.9610926493629476
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Happy,Fear,Happy->Fear,0.0013268675134029406,0.0006021082489973021,0.0003380071915065246,0.000574349651564955,0.0028413326054717225,arcface_supcon_cnn,1,0.0705151515151515,0.9672597770316804
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Happy,Fear,Happy->Fear,0.0013268675134029406,0.0006021082489973021,0.0003380071915065246,0.000574349651564955,0.0028413326054717225,arcface_supcon_cnn,2,0.0641893939393939,0.9851907364841598
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Happy,Fear,Happy->Fear,0.0013268675134029406,0.0006021082489973021,0.0003380071915065246,0.000574349651564955,0.0028413326054717225,arcface_supcon_cnn,3,0.0710681818181818,0.9625968810261708
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Happy,Fear,Happy->Fear,0.0013268675134029406,0.0006021082489973021,0.0003380071915065246,0.000574349651564955,0.0028413326054717225,arcface_supcon_cnn,4,0.060840909090909,0.9907678288567492
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Happy,Happy,Happy->Happy,0.0006265237495037057,0.0003725370458726375,0.0003418910444625429,0.00044606500637850595,0.001787016846217392,arcface_supcon_cnn,0,0.072622699386503,0.9594412131000972
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Happy,Happy,Happy->Happy,0.0006265237495037057,0.0003725370458726375,0.0003418910444625429,0.00044606500637850595,0.001787016846217392,arcface_supcon_cnn,1,0.0755964553510565,0.9644360997544132
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Happy,Happy,Happy->Happy,0.0006265237495037057,0.0003725370458726375,0.0003418910444625429,0.00044606500637850595,0.001787016846217392,arcface_supcon_cnn,2,0.0674250170415814,0.9832001938000706
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Happy,Happy,Happy->Happy,0.0006265237495037057,0.0003725370458726375,0.0003418910444625429,0.00044606500637850595,0.001787016846217392,arcface_supcon_cnn,3,0.071523517382413,0.960909102809526
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Happy,Happy,Happy->Happy,0.0006265237495037057,0.0003725370458726375,0.0003418910444625429,0.00044606500637850595,0.001787016846217392,arcface_supcon_cnn,4,0.0680470347648261,0.9881160551300388
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Happy,Neutral,Happy->Neutral,0.0010241177199142317,0.0010242872250576817,0.0010669527065363667,0.001605530063638331,0.00472088771514661,arcface_supcon_cnn,0,0.070015873015873,0.9607005621693122
SEEDV_Q1_SAFE_SESSION1_16sub.npz,SEEDV_Q1_SAFE_SESSION2_16sub.npz,Happy,Neutral,Happy->Neutral,0.0010241177199142317,0.0010242872250576817,0.0010669527065363667,0.001605530063638331,0.00472088771514661,arcface_supcon_cnn,1,0.0710952380952381,0.9681179469009826
